material_id,formula,space_group,crystal_system,formation_energy_per_atom,band_gap,density,nsites,is_stable,energy_above_hull
mp-779973,Hf2N2O,P1,Triclinic,-2.3867407277499977,2.0806999999999993,10.608075467458292,40,False,0.12766448125000096
mp-779974,Hf2N2O,P1,Triclinic,-2.3880786617500007,2.1572000000000005,10.604234602516422,40,False,0.1263265472499988
mp-779975,Hf2N2O,P1,Triclinic,-2.382551800249999,2.0039,10.608924373509755,40,False,0.1318534087500005
mp-779979,Hf2N2O,P1,Triclinic,-2.3850122782499965,2.0202,10.598623777875634,40,False,0.12939293075000258
mp-779980,Hf2N2O,P1,Triclinic,-2.383034223500002,2.0281000000000002,10.599467891273607,40,False,0.13137098549999848
mp-779982,Hf2N2O,P1,Triclinic,-2.378258632249998,1.9263000000000003,10.605948529657734,40,False,0.13614657675000075
mp-779987,Fe3OF5,C2/m,Monoclinic,-2.363658254444444,1.5144,4.164025346373737,18,False,0.07152751728395046
mp-780050,Hf2N2O,Pm,Monoclinic,-2.3024590400000005,1.2310999999999996,11.06620519467828,30,False,0.21194616899999907
mp-780060,Hf2N2O,P1,Triclinic,-2.3856089854999967,2.0671,10.597727997354948,40,False,0.12879622350000375
mp-780061,Hf2N2O,P1,Triclinic,-2.376647529499999,1.9270000000000005,10.61278236579022,40,False,0.13775767949999995
mp-780075,Hf2N2O,P1,Triclinic,-2.3891413987500014,1.9925000000000006,10.601411580620749,40,False,0.12526381024999722
mp-780099,Fe2OF3,C2,Monoclinic,-2.284841445,1.3708,4.189392300402803,24,False,0.07289150009258716
mp-780128,Fe2OF3,Amm2,Orthorhombic,-2.2798136333333323,1.3111,4.176258671900008,30,False,0.07791931175925448
mp-780129,Fe2OF3,Amm2,Orthorhombic,-2.2880942393333337,1.4514999999999998,4.193463118657666,30,False,0.06963870575925313
mp-780169,Hf2N2O,Pm,Monoclinic,-2.3101331999999997,1.1956999999999995,11.065079476778429,30,False,0.20427200899999853
mp-780183,Fe2OF3,C2/m,Monoclinic,-2.261916203333333,1.2707000000000002,4.17277823856449,24,False,0.09581674175925414
mp-780230,Hf2N2O,P1,Triclinic,-2.3852700482499984,1.9989,10.59466060347214,40,False,0.12913516075000153
mp-780231,Hf2N2O,P1,Triclinic,-2.3845255384999975,1.9967000000000006,10.599406378752805,40,False,0.12987967050000293
mp-780232,Hf2N2O,P1,Triclinic,-2.384279459999996,2.0774999999999997,10.600016581945136,40,False,0.13012574900000295
mp-780234,Hf2N2O,P1,Triclinic,-2.38360833575,2.4395,10.595716473277154,40,False,0.13079687324999867
mp-780274,Hf2N2O,P1,Triclinic,-2.385268461999999,1.9789999999999992,10.601879521142823,40,False,0.12913674700000044
mp-780301,Mn6OF11,P2,Monoclinic,-2.782404940421456,0.1977,4.207492276530594,36,False,0.0887492614351908
